date,state,fips,cases,deaths,cases_diff,deaths_diff,hospitalization_total,hospitalization_total_adult,hospitalization_total_pediatric,household_median_income,population
2020-01-22,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-23,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-24,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-25,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-26,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-27,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-28,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-29,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-30,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-01-31,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-01,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-02,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-03,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-04,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-05,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-06,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-07,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-08,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-09,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-10,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-11,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-12,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-13,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-14,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-15,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-16,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-17,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-18,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-19,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-20,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-21,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-22,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-23,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-24,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-25,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-26,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-27,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-28,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-02-29,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-01,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-02,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-03,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-04,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-05,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-06,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-07,Kansas,0.0,0,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-08,Kansas,0.0,1,0,1.0,0.0,57,56,1,62087.0,2913314
2020-03-09,Kansas,0.0,1,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-10,Kansas,0.0,1,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-11,Kansas,0.0,1,0,0.0,0.0,57,56,1,62087.0,2913314
2020-03-12,Kansas,0.0,4,0,3.0,0.0,57,56,1,62087.0,2913314
2020-03-13,Kansas,0.0,6,1,2.0,1.0,57,56,1,62087.0,2913314
2020-03-14,Kansas,0.0,8,1,2.0,0.0,57,56,1,62087.0,2913314
2020-03-15,Kansas,0.0,8,1,0.0,0.0,57,56,1,62087.0,2913314
2020-03-16,Kansas,0.0,11,1,3.0,0.0,57,56,1,62087.0,2913314
2020-03-17,Kansas,0.0,18,1,7.0,0.0,57,56,1,62087.0,2913314
2020-03-18,Kansas,0.0,22,1,4.0,0.0,57,56,1,62087.0,2913314
2020-03-19,Kansas,0.0,35,1,13.0,0.0,57,56,1,62087.0,2913314
2020-03-20,Kansas,0.0,48,1,13.0,0.0,57,56,1,62087.0,2913314
2020-03-21,Kansas,0.0,57,2,9.0,1.0,57,56,1,62087.0,2913314
2020-03-22,Kansas,0.0,65,2,8.0,0.0,57,56,1,62087.0,2913314
2020-03-23,Kansas,0.0,84,2,19.0,0.0,57,56,1,62087.0,2913314
2020-03-24,Kansas,0.0,100,2,16.0,0.0,57,56,1,62087.0,2913314
2020-03-25,Kansas,0.0,134,3,34.0,1.0,57,56,1,62087.0,2913314
2020-03-26,Kansas,0.0,172,3,38.0,0.0,57,56,1,62087.0,2913314
2020-03-27,Kansas,0.0,206,4,34.0,1.0,57,56,1,62087.0,2913314
2020-03-28,Kansas,0.0,266,5,60.0,1.0,57,56,1,62087.0,2913314
2020-03-29,Kansas,0.0,330,7,64.0,2.0,57,56,1,62087.0,2913314
2020-03-30,Kansas,0.0,372,8,42.0,1.0,57,56,1,62087.0,2913314
2020-03-31,Kansas,0.0,434,9,62.0,1.0,57,56,1,62087.0,2913314
2020-04-01,Kansas,0.0,485,10,51.0,1.0,57,56,1,62087.0,2913314
2020-04-02,Kansas,0.0,553,13,68.0,3.0,57,57,1,62087.0,2913314
2020-04-03,Kansas,0.0,629,18,76.0,5.0,58,57,1,62087.0,2913314
2020-04-04,Kansas,0.0,698,18,69.0,0.0,58,57,1,62087.0,2913314
2020-04-05,Kansas,0.0,751,21,53.0,3.0,58,57,1,62087.0,2913314
2020-04-06,Kansas,0.0,849,24,98.0,3.0,58,57,1,62087.0,2913314
2020-04-07,Kansas,0.0,912,34,63.0,10.0,58,57,1,62087.0,2913314
2020-04-08,Kansas,0.0,1046,38,134.0,4.0,58,57,1,62087.0,2913314
2020-04-09,Kansas,0.0,1116,34,70.0,-4.0,58,57,1,62087.0,2913314
2020-04-10,Kansas,0.0,1117,50,1.0,16.0,58,57,1,62087.0,2913314
2020-04-11,Kansas,0.0,1275,52,158.0,2.0,58,57,1,62087.0,2913314
2020-04-12,Kansas,0.0,1344,63,69.0,11.0,58,57,1,62087.0,2913314
2020-04-13,Kansas,0.0,1390,61,46.0,-2.0,59,58,1,62087.0,2913314
2020-04-14,Kansas,0.0,1441,77,51.0,16.0,59,58,1,62087.0,2913314
2020-04-15,Kansas,0.0,1504,73,63.0,-4.0,59,58,1,62087.0,2913314
2020-04-16,Kansas,0.0,1615,80,111.0,7.0,59,58,1,62087.0,2913314
2020-04-17,Kansas,0.0,1730,84,115.0,4.0,59,58,1,62087.0,2913314
2020-04-18,Kansas,0.0,1821,86,91.0,2.0,59,58,1,62087.0,2913314
2020-04-19,Kansas,0.0,1905,93,84.0,7.0,59,58,1,62087.0,2913314
2020-04-20,Kansas,0.0,2048,102,143.0,9.0,59,58,1,62087.0,2913314
2020-04-21,Kansas,0.0,2164,109,116.0,7.0,59,58,1,62087.0,2913314
2020-04-22,Kansas,0.0,2331,112,167.0,3.0,59,58,1,62087.0,2913314
2020-04-23,Kansas,0.0,2721,113,390.0,1.0,59,58,1,62087.0,2913314
2020-04-24,Kansas,0.0,2959,118,238.0,5.0,59,58,1,62087.0,2913314
