date,state,fips,cases,deaths,cases_diff,deaths_diff,hospitalization_total,hospitalization_total_adult,hospitalization_total_pediatric,household_median_income,population
2020-01-22,California,0.0,0,0,0.0,0.0,74,72,3,80440.0,39512223
2020-01-23,California,0.0,0,0,0.0,0.0,74,72,3,80440.0,39512223
2020-01-24,California,0.0,0,0,0.0,0.0,74,72,3,80440.0,39512223
2020-01-25,California,0.0,0,0,0.0,0.0,74,72,3,80440.0,39512223
2020-01-26,California,0.0,2,0,2.0,0.0,74,72,3,80440.0,39512223
2020-01-27,California,0.0,2,0,0.0,0.0,74,72,3,80440.0,39512223
2020-01-28,California,0.0,2,0,0.0,0.0,74,72,3,80440.0,39512223
2020-01-29,California,0.0,2,0,0.0,0.0,74,72,3,80440.0,39512223
2020-01-30,California,0.0,2,0,0.0,0.0,74,72,3,80440.0,39512223
2020-01-31,California,0.0,3,0,1.0,0.0,74,72,3,80440.0,39512223
2020-02-01,California,0.0,3,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-02,California,0.0,3,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-03,California,0.0,6,0,3.0,0.0,74,72,3,80440.0,39512223
2020-02-04,California,0.0,6,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-05,California,0.0,6,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-06,California,0.0,6,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-07,California,0.0,6,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-08,California,0.0,6,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-09,California,0.0,6,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-10,California,0.0,6,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-11,California,0.0,7,0,1.0,0.0,74,72,3,80440.0,39512223
2020-02-12,California,0.0,7,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-13,California,0.0,8,0,1.0,0.0,74,72,3,80440.0,39512223
2020-02-14,California,0.0,8,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-15,California,0.0,8,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-16,California,0.0,8,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-17,California,0.0,9,0,1.0,0.0,74,72,3,80440.0,39512223
2020-02-18,California,0.0,10,0,1.0,0.0,74,72,3,80440.0,39512223
2020-02-19,California,0.0,10,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-20,California,0.0,10,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-21,California,0.0,10,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-22,California,0.0,10,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-23,California,0.0,10,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-24,California,0.0,11,0,1.0,0.0,74,72,3,80440.0,39512223
2020-02-25,California,0.0,12,0,1.0,0.0,74,72,3,80440.0,39512223
2020-02-26,California,0.0,13,0,1.0,0.0,74,72,3,80440.0,39512223
2020-02-27,California,0.0,13,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-28,California,0.0,13,0,0.0,0.0,74,72,3,80440.0,39512223
2020-02-29,California,0.0,13,0,0.0,0.0,74,72,3,80440.0,39512223
2020-03-01,California,0.0,19,0,6.0,0.0,74,72,3,80440.0,39512223
2020-03-02,California,0.0,23,0,4.0,0.0,74,72,3,80440.0,39512223
2020-03-03,California,0.0,29,0,6.0,0.0,74,72,3,80440.0,39512223
2020-03-04,California,0.0,40,1,11.0,1.0,74,72,3,80440.0,39512223
2020-03-05,California,0.0,50,1,10.0,0.0,74,72,3,80440.0,39512223
2020-03-06,California,0.0,68,1,18.0,0.0,74,72,3,80440.0,39512223
2020-03-07,California,0.0,94,1,26.0,0.0,74,72,3,80440.0,39512223
2020-03-08,California,0.0,113,1,19.0,0.0,74,72,3,80440.0,39512223
2020-03-09,California,0.0,136,2,23.0,1.0,74,72,3,80440.0,39512223
2020-03-10,California,0.0,158,2,22.0,0.0,74,72,3,80440.0,39512223
2020-03-11,California,0.0,183,4,25.0,2.0,74,72,3,80440.0,39512223
2020-03-12,California,0.0,226,5,43.0,1.0,74,72,3,80440.0,39512223
2020-03-13,California,0.0,279,4,53.0,-1.0,74,72,3,80440.0,39512223
2020-03-14,California,0.0,335,5,56.0,1.0,74,72,3,80440.0,39512223
2020-03-15,California,0.0,374,6,39.0,1.0,74,72,3,80440.0,39512223
2020-03-16,California,0.0,533,6,159.0,0.0,74,72,3,80440.0,39512223
2020-03-17,California,0.0,617,8,84.0,2.0,74,72,3,80440.0,39512223
2020-03-18,California,0.0,793,16,176.0,8.0,74,72,3,80440.0,39512223
2020-03-19,California,0.0,983,20,190.0,4.0,74,72,3,80440.0,39512223
2020-03-20,California,0.0,1244,23,261.0,3.0,74,72,3,80440.0,39512223
2020-03-21,California,0.0,1396,26,152.0,3.0,74,72,3,80440.0,39512223
2020-03-22,California,0.0,1697,36,301.0,10.0,74,72,3,80440.0,39512223
2020-03-23,California,0.0,2073,40,376.0,4.0,74,72,3,80440.0,39512223
2020-03-24,California,0.0,2501,51,428.0,11.0,74,72,3,80440.0,39512223
2020-03-25,California,0.0,3013,66,512.0,15.0,74,72,3,80440.0,39512223
2020-03-26,California,0.0,3879,80,866.0,14.0,74,72,3,80440.0,39512223
2020-03-27,California,0.0,4549,100,670.0,20.0,74,72,3,80440.0,39512223
2020-03-28,California,0.0,7514,188,2965.0,88.0,104,101,3,80440.0,39512223
2020-03-29,California,0.0,5495,133,-2019.0,-55.0,104,101,3,80440.0,39512223
2020-03-30,California,0.0,6864,149,1369.0,16.0,145,140,4,80440.0,39512223
2020-03-31,California,0.0,8011,170,1147.0,21.0,163,159,4,80440.0,39512223
2020-04-01,California,0.0,9258,199,1247.0,29.0,188,183,5,80440.0,39512223
2020-04-02,California,0.0,10756,236,1498.0,37.0,195,190,5,80440.0,39512223
2020-04-03,California,0.0,12080,275,1324.0,39.0,222,216,6,80440.0,39512223
2020-04-04,California,0.0,12826,292,746.0,17.0,233,227,6,80440.0,39512223
2020-04-05,California,0.0,14482,342,1656.0,50.0,243,237,6,80440.0,39512223
2020-04-06,California,0.0,15992,371,1510.0,29.0,255,248,6,80440.0,39512223
2020-04-07,California,0.0,17089,424,1097.0,53.0,265,259,7,80440.0,39512223
2020-04-08,California,0.0,18569,487,1480.0,63.0,276,269,7,80440.0,39512223
2020-04-09,California,0.0,19529,539,960.0,52.0,287,280,7,80440.0,39512223
2020-04-10,California,0.0,20745,576,1216.0,37.0,294,287,7,80440.0,39512223
2020-04-11,California,0.0,21454,598,709.0,22.0,534,522,12,80440.0,39512223
2020-04-12,California,0.0,22197,631,743.0,33.0,534,522,12,80440.0,39512223
2020-04-13,California,0.0,23399,693,1202.0,62.0,307,299,7,80440.0,39512223
2020-04-14,California,0.0,24536,780,1137.0,87.0,526,515,12,80440.0,39512223
2020-04-15,California,0.0,26348,872,1812.0,92.0,526,515,12,80440.0,39512223
2020-04-16,California,0.0,27570,954,1222.0,82.0,513,501,12,80440.0,39512223
2020-04-17,California,0.0,29288,1022,1718.0,68.0,499,487,11,80440.0,39512223
2020-04-18,California,0.0,30634,1126,1346.0,104.0,503,492,11,80440.0,39512223
2020-04-19,California,0.0,31299,1160,665.0,34.0,482,471,11,80440.0,39512223
2020-04-20,California,0.0,33554,1200,2255.0,40.0,476,466,11,80440.0,39512223
2020-04-21,California,0.0,35745,1289,2191.0,89.0,498,487,11,80440.0,39512223
2020-04-22,California,0.0,37741,1413,1996.0,124.0,508,497,11,80440.0,39512223
2020-04-23,California,0.0,39589,1503,1848.0,90.0,502,491,11,80440.0,39512223
2020-04-24,California,0.0,41459,1586,1870.0,83.0,497,486,11,80440.0,39512223
2020-04-25,California,0.0,42425,1661,966.0,75.0,494,483,11,80440.0,39512223
2020-04-26,California,0.0,43727,1692,1302.0,31.0,502,491,11,80440.0,39512223
2020-04-27,California,0.0,45304,1732,1577.0,40.0,497,486,11,80440.0,39512223
2020-04-28,California,0.0,46819,1824,1515.0,92.0,508,496,11,80440.0,39512223
2020-04-29,California,0.0,49215,1906,2396.0,82.0,511,499,11,80440.0,39512223
2020-04-30,California,0.0,50704,1996,1489.0,90.0,508,496,11,80440.0,39512223
2020-05-01,California,0.0,52538,2093,1834.0,97.0,480,469,11,80440.0,39512223
2020-05-02,California,0.0,53876,2153,1338.0,60.0,481,470,11,80440.0,39512223
2020-05-03,California,0.0,55243,2195,1367.0,42.0,482,472,11,80440.0,39512223
2020-05-04,California,0.0,56603,2240,1360.0,45.0,470,460,11,80440.0,39512223
2020-05-05,California,0.0,59190,2353,2587.0,113.0,471,460,11,80440.0,39512223
2020-05-06,California,0.0,61069,2434,1879.0,81.0,477,466,11,80440.0,39512223
2020-05-07,California,0.0,62994,2504,1925.0,70.0,465,454,11,80440.0,39512223
2020-05-08,California,0.0,65118,2596,2124.0,92.0,460,449,10,80440.0,39512223
2020-05-09,California,0.0,67248,2666,2130.0,70.0,462,452,11,80440.0,39512223
2020-05-10,California,0.0,68438,2707,1190.0,41.0,464,454,11,80440.0,39512223
2020-05-11,California,0.0,69940,2766,1502.0,59.0,464,453,11,80440.0,39512223
2020-05-12,California,0.0,71625,2859,1685.0,93.0,463,452,11,80440.0,39512223
2020-05-13,California,0.0,73655,2938,2030.0,79.0,463,453,11,80440.0,39512223
2020-05-14,California,0.0,75434,3044,1779.0,106.0,474,464,11,80440.0,39512223
2020-05-15,California,0.0,77378,3126,1944.0,82.0,460,450,10,80440.0,39512223
2020-05-16,California,0.0,79446,3193,2068.0,67.0,451,440,10,80440.0,39512223
2020-05-17,California,0.0,81033,3229,1587.0,36.0,437,427,10,80440.0,39512223
2020-05-18,California,0.0,82479,3262,1446.0,33.0,447,437,10,80440.0,39512223
2020-05-19,California,0.0,84625,3378,2146.0,116.0,444,434,10,80440.0,39512223
2020-05-20,California,0.0,86901,3469,2276.0,91.0,477,466,11,80440.0,39512223
2020-05-21,California,0.0,89208,3557,2307.0,88.0,483,472,11,80440.0,39512223
2020-05-22,California,0.0,91450,3618,2242.0,61.0,485,474,11,80440.0,39512223
2020-05-23,California,0.0,93517,3684,2067.0,66.0,442,432,10,80440.0,39512223
2020-05-24,California,0.0,95302,3703,1785.0,19.0,438,428,10,80440.0,39512223
2020-05-25,California,0.0,97417,3717,2115.0,14.0,439,429,10,80440.0,39512223
2020-05-26,California,0.0,99887,3745,2470.0,28.0,449,438,10,80440.0,39512223
2020-05-27,California,0.0,102550,3848,2663.0,103.0,463,452,11,80440.0,39512223
2020-05-28,California,0.0,104711,3936,2161.0,88.0,461,451,11,80440.0,39512223
2020-05-29,California,0.0,107852,4013,3141.0,77.0,450,439,10,80440.0,39512223
2020-05-30,California,0.0,111508,4075,3656.0,62.0,429,419,10,80440.0,39512223
2020-05-31,California,0.0,113841,4110,2333.0,35.0,441,431,10,80440.0,39512223
2020-06-01,California,0.0,116279,4158,2438.0,48.0,434,424,10,80440.0,39512223
2020-06-02,California,0.0,118700,4248,2421.0,90.0,448,437,10,80440.0,39512223
2020-06-03,California,0.0,120919,4317,2219.0,69.0,454,444,10,80440.0,39512223
2020-06-04,California,0.0,123949,4396,3030.0,79.0,454,444,10,80440.0,39512223
2020-06-05,California,0.0,127077,4465,3128.0,69.0,471,461,11,80440.0,39512223
2020-06-06,California,0.0,129883,4536,2806.0,71.0,461,451,10,80440.0,39512223
2020-06-07,California,0.0,132418,4562,2535.0,26.0,461,451,10,80440.0,39512223
2020-06-08,California,0.0,134674,4590,2256.0,28.0,459,449,10,80440.0,39512223
2020-06-09,California,0.0,137486,4683,2812.0,93.0,467,456,11,80440.0,39512223
2020-06-10,California,0.0,140586,4796,3100.0,113.0,481,470,11,80440.0,39512223
2020-06-11,California,0.0,143597,4861,3011.0,65.0,462,451,11,80440.0,39512223
2020-06-12,California,0.0,147400,4900,3803.0,39.0,456,446,10,80440.0,39512223
2020-06-13,California,0.0,150649,4985,3249.0,85.0,449,439,10,80440.0,39512223
2020-06-14,California,0.0,153199,5008,2550.0,23.0,433,423,10,80440.0,39512223
2020-06-15,California,0.0,155514,5027,2315.0,19.0,440,430,10,80440.0,39512223
2020-06-16,California,0.0,159278,5091,3764.0,64.0,455,444,10,80440.0,39512223
2020-06-17,California,0.0,163822,5171,4544.0,80.0,461,450,10,80440.0,39512223
2020-06-18,California,0.0,168481,5264,4659.0,93.0,467,456,11,80440.0,39512223
2020-06-19,California,0.0,172707,5334,4226.0,70.0,467,457,11,80440.0,39512223
2020-06-20,California,0.0,177409,5416,4702.0,82.0,467,456,11,80440.0,39512223
2020-06-21,California,0.0,181588,5439,4179.0,23.0,477,466,11,80440.0,39512223
