date,state,fips,cases,deaths,cases_diff,deaths_diff,hospitalization_total,hospitalization_total_adult,hospitalization_total_pediatric,household_median_income,population
2020-01-22,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-23,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-24,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-25,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-26,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-27,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-28,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-29,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-30,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-01-31,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-01,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-02,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-03,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-04,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-05,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-06,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-07,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-08,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-09,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-10,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-11,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-12,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-13,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
2020-02-14,Maryland,0.0,0,0,0.0,0.0,2,3,0,86738.0,6045680
